,Название,Тип:,"Электрическая мощность,  Мвт",Годовая выработка электричества:,Город:,Координаты:,"Тепловая мощность, Гкал/ч",Отпуск т/э с коллекторов:,КИУМ электрической мощности:,Адрес:,Удельный расход условного топлива на э/э (УРУТ э.э.):,Удельный расход условного топлива на т/э (УРУТ т.э.):,"Электрическая мощность, Гкал/ч","Тепловой коэффициент, Гкал/МВт*ч"
794,Красноярская ТЭЦ-4 (Сосновоборская ТЭЦ), Котельная ,0.0,, Сосновоборск, Широта: 56.134730 Долгота: 93.382802,190.0,,,,,,0.0,inf
795,Читинский энергетический комплекс, Котельная ,0.0,, Чита, указать местонахождение электростанции,115.2, 195.90 тыс. Гкал,,,,,0.0,inf
796,Улан-Удэнская ТЭЦ-2, Котельная ,0.0,, Улан-Удэ, Широта: 51.774519 Долгота: 107.705648,380.0, 893.10 тыс. Гкал,,,,,0.0,inf
797,Волгодонская ТЭЦ-1, Котельная ,0.0, 5.26 млн. кВт*ч, Волгодонск, Широта: 47.515017 Долгота: 42.118014,100.0,,,,,,0.0,inf
798,Белгородская теплосетевая компания, Котельная ,0.0,, Белгород, указать местонахождение электростанции,594.0,,,,,,0.0,inf
799,Советская ГЭС, Гидроэлектростанция ,0.0,,, Широта: 43.325417 Долгота: 43.653528,,,,,,,0.0,
800,Дорогобужское тепловое хозяйство, Котельная ,0.0,, Дорогобуж, указать местонахождение электростанции,23.97,,,,,,0.0,inf
801,Котельная Западная [Белгородская ТЭЦ], Котельная ,0.0,, Белгород, указать местонахождение электростанции,150.0,,,,,,0.0,inf
802,Котельная Арбековская, Котельная ,0.0,,, указать местонахождение электростанции,432.0,,,,,,0.0,inf
803,Воронежские ТС, Котельная ,0.0,, Воронеж, указать местонахождение электростанции,310.0,,,,,,0.0,inf
804,Территориальное управление по теплоснабжению Саратов, Котельная ,0.0,, Саратов, указать местонахождение электростанции,512.7,,,,,,0.0,inf
805,Ульяновская ТЭЦ-3 [котельная], Котельная ,0.0,, Ульяновск, Широта: 54.227197 Долгота: 48.277381,516.8,,,,,,0.0,inf
806,Котельная Дубрава, Котельная ,0.0,,, указать местонахождение электростанции,1.3,,,,,,0.0,inf
807,Медногорский район Оренбургских ТС, Котельная ,0.0,,, указать местонахождение электростанции,6.36,,,,,,0.0,inf
808,Вышневолоцкая угольная котельная, Котельная ,0.0,, Вышний Волочёк, указать местонахождение электростанции,0.54,,,,,,0.0,inf
809,Тверские ТС, Котельная ,0.0,, Тверь, указать местонахождение электростанции,187.0,,,,,,0.0,inf
810,Бежецкая ПК[Промкотельная Бежецких сетей], Котельная ,0.0,, Бежецк, указать местонахождение электростанции,70.0,,,,,,0.0,inf
811,МУП Оренбурггортепло, Котельная ,0.0,,, указать местонахождение электростанции,839.79,,,,,,0.0,inf
812,Северо-Западная котельная, Котельная ,0.0,, Саранск, указать местонахождение электростанции,219.0,,,,,,0.0,inf
813,Котельная Журавлики [Губкинской ТЭЦ], Котельная ,0.0,, Губкин, указать местонахождение электростанции,210.0,,,,,,0.0,inf
814,Котельная АБК, Котельная ,0.0,,, указать местонахождение электростанции,5.4,,,,,,0.0,inf
815,Новомосковские ТС, Котельная ,0.0,,, указать местонахождение электростанции,254.5,,,,,,0.0,inf
816,Смоленсктеплосеть, Котельная ,0.0,, Смоленск, указать местонахождение электростанции,259.0,,,,,,0.0,inf
817,Орловские ТС, Котельная ,0.0,, Орёл, указать местонахождение электростанции,36.96,,,,,,0.0,inf
818,Курские ТС РК, Котельная ,0.0,, Курск, указать местонахождение электростанции,202.4,,,,,,0.0,inf
819,Чебоксарская ТЭЦ-1, Теплоэлектроцентраль ,0.0, 0 млн. кВт*ч, Чебоксары, Широта: 56.145406 Долгота: 47.279631,0.0,,,,,,0.0,
820,Котельная Искра, Котельная ,0.0,, Искра, Широта: 54.447050 Долгота: 39.891079,7.5,,,,,,0.0,inf
821,Елецкие ТС, Котельная ,0.0,, Елец, указать местонахождение электростанции,171.7,,,,,,0.0,inf
822,Липецкие ТС [Липецкая ГК], Котельная ,0.0,, Липецк, указать местонахождение электростанции,1040.0,,,,,,0.0,inf
823,Районная тепловая станция (РТС) Южная, Котельная ,0.0,, Калининград, Широта: 54.685681 Долгота: 20.504420,157.0,,," 236021 г.Калининград, ул.Киевская 21",,,0.0,inf
824,Котельная Южная [Белгородская ТЭЦ], Котельная ,0.0,, Белгород, указать местонахождение электростанции,250.0,,,,,,0.0,inf
825,Конаковская котельная ТС Тверьэнерго, Котельная ,0.0,, Тверь, указать местонахождение электростанции,218.9,,,,,,0.0,inf
826,Электрокотельные г. Красноярска, Котельная ,0.0,,, указать местонахождение электростанции,775.72,,,,,,0.0,inf
827,Барнаульская ТЭЦ-1, Теплоэлектроцентраль ,0.0, 0 млн. кВт*ч, Барнаул, Широта: 53.374167 Долгота: 83.770556,0.0,,,,,,0.0,
828,Сыктывкарские Тепловые Сети, Котельная ,0.0,,, указать местонахождение электростанции,687.4, 1 690.42 тыс. Гкал,,,,,0.0,inf
829,"Артемовская ТЭЦ (ПАО ""Т Плюс"")", Котельная ,0.0,, Артёмовский, Широта: 57.309500 Долгота: 61.897083,,,,,,,0.0,
830,Котельные свердловской теплоснабжающей компании, Котельная ,0.0,, Екатеринбург, указать местонахождение электростанции,83.0,,,,,,0.0,inf
831,Локальные котельные (г. Томск), Котельная ,0.0,, Томск, указать местонахождение электростанции,169.5,,,,, 171.58 кг/Гкал,0.0,inf
832,Омская Кировская РК, Котельная ,0.0,, Омск, указать местонахождение электростанции,585.0,,,,, 154.68 кг/Гкал,0.0,inf
833,Омская ТЭЦ-2 [Котельная], Котельная ,0.0,, Омск, Широта: 54.935800 Долгота: 73.397636,378.0,,,,, 156.05 кг/Гкал,0.0,inf
834,Барнаульская теплоцентраль, Котельная ,0.0,,, указать местонахождение электростанции,500.0,,,,,,0.0,inf
835,Водогрейная котельная Кузбассэнерго, Котельная ,0.0,,, указать местонахождение электростанции,200.0,,,,,,0.0,inf
836,Центральная котельная, Котельная ,0.0,, Саранск, Широта: 54.198358 Долгота: 45.186119,119.8, 115.70 тыс. Гкал,,,,,0.0,inf
837,Энергоцентр Реутов, Котельная ,0.0,, Реутов, Широта: 55.754089 Долгота: 37.875141,120.37,,,,,,0.0,inf
838,Ляпинская паровая котельная [в составе Ярославской ТЭЦ-2], Котельная ,0.0,, Ярославль, Широта: 57.611164 Долгота: 39.946500,180.0,,,,,,0.0,inf
839,Котельная Машук, Котельная ,0.0,,, Широта: 44.068467 Долгота: 43.103442,20.0,,,,,,0.0,inf
840,Центральная котельная [г. Ростов-на-Дону], Котельная ,0.0,, Ростов-на-Дону, Широта: 47.219769 Долгота: 39.740907,190.0,,,,,,0.0,inf
